,vocab,counts
5074,dig,8
5075,direction,8
5076,dirt,8
5077,disadvantage,8
5078,discus,8
5079,encourage,8
5080,enter,8
5081,estimate,8
5082,everyday,8
5083,exists,8
5084,expectancy,8
5085,expose,8
5086,extraordinary,8
5087,february,8
5088,female,8
5089,flag,8
5090,fully,8
5091,gerrymander,8
5092,gillibrand,8
5093,google,8
5094,grace,8
5095,grand,8
5096,grandpa,8
5097,gridlock,8
5098,guard,8
5099,hawaii,8
5100,hbcus,8
5101,healthier,8
5102,host,8
5103,humanity,8
5104,incarcerate,8
5105,incident,8
5106,incredibly,8
5107,infant,8
5108,inquiry,8
5109,insured,8
5110,iron,8
5111,israeli,8
5112,japan,8
5113,jinping,8
5114,jongun,8
5115,journalist,8
5116,judy,8
5117,laid,8
5118,larger,8
5119,lay,8
5120,liar,8
5121,luther,8
5122,marriage,8
5123,martin,8
5124,mission,8
5125,more,8
5126,mostly,8
5127,nancy,8
5128,natural,8
5129,nurse,8
5130,older,8
5131,operation,8
5132,opinion,8
5133,oscar,8
5134,outofpocket,8
5135,overseas,8
5136,palestinian,8
5137,patriotism,8
5138,pattern,8
5139,pb,8
5140,penny,8
5141,pentagon,8
5142,perhaps,8
5143,policeman,8
5144,positive,8
5145,possibility,8
5146,prepare,8
5147,previous,8
5148,proceeding,8
5149,quit,8
5150,refugee,8
5151,regulation,8
5152,relief,8
5153,resident,8
5154,river,8
5155,robert,8
5156,salvador,8
5157,score,8
5158,settlement,8
5159,shameful,8
5160,shape,8
5161,shock,8
5162,slaughter,8
5163,slavery,8
5164,smart,8
5165,soon,8
5166,sort,8
5167,speaker,8
5168,spoke,8
5169,spread,8
5170,station,8
5171,style,8
5172,summon,8
5173,survive,8
5174,switch,8
5175,taught,8
5176,torn,8
5177,traditional,8
5178,trans,8
5179,transformation,8
5180,transgender,8
5181,trend,8
5182,truck,8
5183,type,8
5184,until,8
5185,usual,8
5186,vietnam,8
5187,viewer,8
5188,wellbeing,8
5189,while,8
5190,workplace,8
5191,wound,8
5192,ad,9
5193,affair,9
5194,agency,9
5195,aisle,9
5196,ambassador,9
5197,ambitious,9
5198,anderson,9
5199,aside,9
5200,badly,9
5201,bail,9
5202,battle,9
5203,before,9
5204,blame,9
5205,blue,9
5206,borrow,9
5207,broke,9
5208,burden,9
5209,carry,9
5210,cdc,9
5211,checked,9
5212,clarify,9
5213,clock,9
5214,combine,9
5215,complex,9
5216,copayments,9
5217,crack,9
5218,crush,9
5219,cure,9
5220,depression,9
5221,dictatorship,9
5222,drop,9
5223,edge,9
5224,effectively,9
5225,essentially,9
5226,eventually,9
5227,excite,9
5228,followup,9
5229,forth,9
5230,fracking,9
5231,homeland,9
5232,hyde,9
5233,incumbent,9
5234,indicate,9
5235,inside,9
5236,integrate,9
5237,invent,9
5238,jake,9
5239,january,9
5240,joke,9
5241,jones,9
5242,kamala,9
5243,kim,9
5244,kitchen,9
5245,knock,9
5246,largely,9
5247,latest,9
5248,lee,9
5249,letter,9
5250,liberty,9
5251,lindsey,9
5252,meaning,9
5253,misconception,9
5254,missile,9
5255,online,9
5256,only,9
5257,opposite,9
5258,over,9
5259,overcome,9
5260,pack,9
5261,participate,9
5262,permanent,9
5263,peteforamericacom,9
5264,picture,9
5265,pit,9
5266,politico,9
5267,pose,9
5268,pretend,9
5269,prosperity,9
5270,purchase,9
5271,referendum,9
5272,reject,9
5273,reverse,9
5274,sentence,9
5275,similar,9
5276,stuff,9
5277,sue,9
5278,suppression,9
5279,tear,9
5280,torch,9
5281,traffic,9
5282,tragedy,9
5283,ultimately,9
5284,underinsured,9
5285,unemployment,9
5286,vague,9
5287,venezuela,9
5288,version,9
5289,whoever,9
5290,about,10
5291,africanamerican,10
5292,agriculture,10
5293,anyway,10
5294,arabia,10
5295,army,10
5296,beto,10
5297,blood,10
5298,breathe,10
5299,bridge,10
5300,cap,10
5301,capture,10
5302,cash,10
5303,claim,10
5304,conflict,10
5305,consolidation,10
5306,copays,10
5307,crazy,10
5308,cruelty,10
5309,currently,10
5310,dark,10
5311,dead,10
5312,deployed,10
5313,differently,10
5314,diplomatic,10
5315,dominate,10
5316,dozen,10
5317,eat,10
5318,enforce,10
5319,entrepreneurship,10
5320,era,10
5321,establish,10
5322,exchange,10
5323,fewer,10
5324,firm,10
5325,function,10
5326,gang,10
5327,gay,10
5328,grade,10
5329,graduate,10
5330,grandchild,10
5331,historically,10
5332,hook,10
5333,household,10
5334,ice,10
5335,ideal,10
5336,incarceration,10
5337,incentive,10
5338,incredible,10
5339,instance,10
5340,interrupt,10
5341,key,10
5342,latin,10
5343,longest,10
5344,mark,10
5345,mccain,10
5346,mexican,10
5347,muslim,10
5348,native,10
5349,neutral,10
5350,northern,10
5351,oath,10
5352,offering,10
5353,out,10
5354,overall,10
5355,partisan,10
5356,politically,10
5357,possession,10
5358,pro,10
5359,reflect,10
5360,related,10
5361,rely,10
5362,review,10
5363,richer,10
5364,richest,10
5365,rip,10
5366,row,10
5367,san,10
5368,sanction,10
5369,separation,10
5370,seriously,10
5371,size,10
5372,skin,10
5373,southern,10
5374,staff,10
5375,stock,10
5376,suck,10
5377,their,10
5378,threaten,10
5379,toward,10
5380,trail,10
5381,train,10
5382,uniform,10
5383,unites,10
5384,unlike,10
5385,unprecedented,10
5386,virtually,10
5387,abroad,11
5388,achieve,11
5389,activist,11
5390,alabama,11
5391,balance,11
5392,belonging,11
5393,brings,11
5394,bullock,11
5395,busing,11
5396,camp,11
5397,ceo,11
5398,charleston,11
5399,charter,11
5400,circumstance,11
5401,colorado,11
5402,core,11
5403,council,11
5404,daca,11
5405,david,11
5406,dc,11
5407,dealt,11
5408,decency,11
5409,degree,11
5410,denmark,11
5411,destroy,11
5412,detail,11
5413,donor,11
5414,driven,11
5415,electoral,11
5416,everywhere,11
5417,facebook,11
5418,flip,11
5419,fourth,11
5420,garner,11
5421,gdp,11
5422,gender,11
5423,gift,11
5424,guaranteed,11
5425,hey,11
5426,hire,11
5427,humanitarian,11
5428,image,11
5429,innocent,11
5430,intellectual,11
5431,interested,11
5432,investigate,11
5433,iranian,11
5434,it,11
5435,language,11
5436,lester,11
5437,leverage,11
5438,magazine,11
5439,manage,11
5440,meant,11
5441,motto,11
5442,multinational,11
5443,nbc,11
5444,near,11
5445,network,11
5446,nonprofit,11
5447,normal,11
5448,notice,11
5449,obstruct,11
5450,original,11
5451,oval,11
5452,overwhelm,11
5453,partnership,11
5454,payer,11
5455,pelosi,11
5456,phone,11
5457,physical,11
5458,pitch,11
5459,preschool,11
5460,professional,11
5461,provider,11
5462,radical,11
5463,redline,11
5464,reelection,11
5465,rejoin,11
5466,religion,11
5467,representative,11
5468,round,11
5469,seat,11
5470,secure,11
5471,setback,11
5472,soleimani,11
5473,strengthen,11
5474,subsidize,11
5475,supporter,11
5476,sweep,11
5477,television,11
5478,terror,11
5479,tom,11
5480,totally,11
5481,towards,11
5482,truly,11
5483,victory,11
5484,website,11
5485,aid,12
5486,alive,12
5487,alternative,12
5488,automatically,12
5489,behavior,12
5490,bennet,12
5491,buying,12
5492,capacity,12
5493,cbs,12
5494,chuck,12
5495,comment,12
5496,competitive,12
5497,consider,12
5498,demand,12
5499,described,12
5500,desk,12
5501,discuss,12
5502,drink,12
5503,effective,12
5504,electric,12
5505,enforcement,12
5506,event,12
5507,extend,12
5508,fortune,12
5509,fraud,12
5510,frisk,12
5511,glad,12
5512,grandmother,12
5513,grateful,12
5514,hell,12
5515,his,12
5516,hong,12
5517,illegally,12
5518,implement,12
5519,improvement,12
5520,inslee,12
5521,invade,12
5522,kennedy,12
5523,kong,12
5524,lack,12
5525,launch,12
5526,leaf,12
5527,legalize,12
5528,lifetime,12
5529,lobbyist,12
5530,loyalty,12
5531,medicaid,12
5532,narrow,12
5533,none,12
5534,obligation,12
5535,otherwise,12
5536,passing,12
5537,personally,12
5538,platform,12
5539,population,12
5540,precedent,12
5541,property,12
5542,register,12
5543,renewable,12
5544,revenue,12
5545,sat,12
5546,segregation,12
5547,shooter,12
5548,spirit,12
5549,steal,12
5550,store,12
5551,subject,12
5552,surge,12
5553,sustainable,12
5554,tackle,12
5555,title,12
5556,tune,12
5557,under,12
5558,vast,12
5559,violate,12
5560,violation,12
5561,wealthiest,12
5562,weigh,12
5563,which,12
5564,adult,13
5565,auto,13
5566,automation,13
5567,basis,13
5568,capitalism,13
5569,certain,13
5570,closer,13
5571,commission,13
5572,conduct,13
5573,consumer,13
5574,decent,13
5575,deny,13
5576,deportation,13
5577,despite,13
5578,diabetes,13
5579,diversity,13
5580,draw,13
5581,due,13
5582,emission,13
5583,eric,13
5584,factory,13
5585,foot,13
5586,forgiveness,13
5587,hall,13
5588,hardworking,13
5589,inspire,13
5590,interfere,13
5591,invite,13
5592,light,13
5593,lock,13
5594,machine,13
5595,margin,13
5596,minority,13
5597,most,13
5598,neighbor,13
5599,note,13
5600,onto,13
5601,owe,13
5602,paper,13
5603,polarize,13
5604,privilege,13
5605,project,13
5606,quite,13
5607,quo,13
5608,range,13
5609,rating,13
5610,repeatedly,13
5611,replace,13
5612,resilience,13
5613,roll,13
5614,ryan,13
5615,suicide,13
5616,surprised,13
5617,taliban,13
5618,throughout,13
5619,throw,13
5620,to,13
5621,tuesday,13
5622,wind,13
5623,wish,13
5624,witness,13
5625,accept,14
5626,admit,14
5627,after,14
5628,allows,14
5629,announce,14
5630,anywhere,14
5631,apologize,14
5632,apply,14
5633,appreciate,14
5634,blasio,14
5635,buyback,14
5636,code,14
5637,criticize,14
5638,deport,14
5639,discrimination,14
5640,dividend,14
5641,drill,14
5642,enemy,14
5643,europe,14
5644,expensive,14
5645,gain,14
5646,grant,14
5647,historic,14
5648,houston,14
5649,indiana,14
5650,lesson,14
5651,litmus,14
5652,longterm,14
5653,mandatory,14
5654,millionaire,14
5655,minnesota,14
5656,mueller,14
5657,net,14
5658,nine,14
5659,november,14
5660,ordinary,14
5661,outrageous,14
5662,overturn,14
5663,parkland,14
5664,payment,14
5665,perfect,14
5666,pledge,14
5667,remove,14
5668,research,14
5669,significantly,14
5670,sound,14
5671,systemic,14
5672,taxpayer,14
5673,toe,14
5674,touch,14
5675,turkey,14
5676,undermine,14
5677,understands,14
5678,unit,14
5679,upon,14
5680,urban,14
5681,approval,15
5682,arrest,15
5683,authority,15
5684,authorization,15
5685,buck,15
5686,bunch,15
5687,commanderinchief,15
5688,competition,15
5689,connect,15
5690,contract,15
5691,contribute,15
5692,define,15
5693,delaney,15
5694,describe,15
5695,design,15
5696,diplomacy,15
5697,disability,15
5698,entrepreneur,15
5699,epidemic,15
5700,facility,15
5701,failure,15
5702,felt,15
5703,final,15
5704,frankly,15
5705,friendship,15
5706,grassroots,15
5707,hate,15
5708,heal,15
5709,hickenlooper,15
5710,information,15
5711,investigation,15
5712,kept,15
5713,la,15
5714,lastly,15
5715,middleclass,15
5716,mike,15
5717,moderator,15
5718,modern,15
5719,nationally,15
5720,negotiation,15
5721,nickel,15
5722,notion,15
5723,official,15
5724,opioids,15
5725,panel,15
5726,paris,15
5727,pathway,15
5728,peace,15
5729,provision,15
5730,realistic,15
5731,refuse,15
5732,reparation,15
5733,sale,15
5734,section,15
5735,sector,15
5736,speaks,15
5737,strongly,15
5738,suffer,15
5739,total,15
5740,tough,15
5741,travel,15
5742,twitter,15
5743,versus,15
5744,victim,15
5745,vladimir,15
5746,williamson,15
5747,account,16
5748,attempt,16
5749,attention,16
5750,beating,16
5751,bend,16
5752,capital,16
5753,cheat,16
5754,church,16
5755,damage,16
5756,disproportionately,16
5757,diverse,16
5758,earlier,16
5759,enormous,16
5760,environment,16
5761,except,16
5762,faith,16
5763,fine,16
5764,georgia,16
5765,hillary,16
5766,injustice,16
5767,list,16
5768,miami,16
5769,mile,16
5770,morning,16
5771,necessary,16
5772,opioid,16
5773,perspective,16
5774,plant,16
5775,post,16
5776,rachel,16
5777,rent,16
5778,russian,16
5779,scientist,16
5780,several,16
5781,shut,16
5782,subsidy,16
5783,target,16
5784,trial,16
5785,with,16
5786,yesterday,16
5787,addiction,17
5788,alliance,17
5789,amount,17
5790,anymore,17
5791,basically,17
5792,beaten,17
5793,block,17
5794,book,17
5795,central,17
5796,deep,17
5797,deeply,17
5798,difficult,17
5799,equality,17
5800,existential,17
5801,false,17
5802,food,17
5803,honest,17
5804,influence,17
5805,medium,17
5806,miss,17
5807,model,17
5808,murder,17
5809,nominate,17
5810,opening,17
5811,organize,17
5812,pain,17
5813,popular,17
5814,present,17
5815,pretty,17
5816,refer,17
5817,remain,17
5818,root,17
5819,sacrifice,17
5820,safer,17
5821,saudi,17
5822,sleep,17
5823,soldier,17
5824,somehow,17
5825,soul,17
5826,structural,17
5827,success,17
5828,super,17
5829,teach,17
5830,terrorist,17
5831,transparency,17
5832,ukraine,17
5833,unfortunately,17
5834,vehicle,17
5835,vermont,17
5836,wonder,17
5837,addition,18
5838,amy,18
5839,compare,18
5840,compete,18
5841,condition,18
5842,confront,18
5843,couple,18
5844,detention,18
5845,division,18
5846,easier,18
5847,easy,18
5848,effect,18
5849,equal,18
5850,floor,18
5851,gut,18
5852,higher,18
5853,insist,18
5854,insulin,18
5855,israel,18
5856,kurd,18
5857,massive,18
5858,own,18
5859,owner,18
5860,press,18
5861,product,18
5862,reelect,18
5863,remind,18
5864,sent,18
5865,sister,18
5866,solar,18
5867,specific,18
5868,stick,18
5869,terrible,18
5870,transform,18
5871,vega,18
5872,visit,18
5873,clearly,19
5874,decriminalize,19
5875,employee,19
5876,exact,19
5877,extreme,19
5878,fast,19
5879,financial,19
5880,flood,19
5881,fundamental,19
5882,gas,19
5883,girl,19
5884,growth,19
5885,happy,19
5886,harm,19
5887,imagine,19
5888,land,19
5889,late,19
5890,loophole,19
5891,m,19
5892,math,19
5893,moderate,19
5894,nafta,19
5895,nato,19
5896,offense,19
5897,per,19
5898,percent,19
5899,potential,19
5900,practice,19
5901,prek,19
5902,principle,19
5903,produce,19
5904,quality,19
5905,rather,19
5906,region,19
5907,science,19
5908,some,19
5909,strike,19
5910,stronger,19
5911,tomorrow,19
5912,unify,19
5913,urgency,19
5914,where,19
5915,will,19
5916,wisconsin,19
5917,abuse,20
5918,accountability,20
5919,audience,20
5920,bought,20
5921,bush,20
5922,cancel,20
5923,cancer,20
5924,conservative,20
5925,convince,20
5926,correct,20
5927,damn,20
5928,determine,20
5929,disease,20
5930,flee,20
5931,govern,20
5932,handle,20
5933,have,20
5934,honor,20
5935,impossible,20
5936,mind,20
5937,opponent,20
5938,powerful,20
5939,regard,20
5940,responsible,20
5941,shooting,20
5942,society,20
5943,strength,20
5944,training,20
5945,wife,20
5946,ballot,21
5947,bank,21
5948,cage,21
5949,deserve,21
5950,double,21
5951,early,21
5952,exist,21
5953,farm,21
5954,filibuster,21
5955,flint,21
5956,gap,21
5957,highest,21
5958,improve,21
5959,march,21
5960,message,21
5961,organization,21
5962,piece,21
5963,pressure,21
5964,protection,21
5965,purpose,21
5966,pursue,21
5967,recent,21
5968,regardless,21
5969,should,21
5970,status,21
5971,succeed,21
5972,tool,21
5973,tuition,21
5974,turnout,21
5975,tweet,21
5976,uninsured,21
5977,worry,21
5978,worst,21
5979,affect,22
5980,bipartisan,22
5981,born,22
5982,boy,22
5983,congressional,22
5984,expense,22
5985,from,22
5986,fundamentally,22
5987,gabbard,22
5988,game,22
5989,illegal,22
5990,individual,22
5991,king,22
5992,large,22
5993,lawyer,22
5994,ought,22
5995,repeal,22
5996,senior,22
5997,stake,22
5998,team,22
5999,track,22
6000,afraid,23
6001,ahead,23
6002,appoint,23
6003,bankrupt,23
6004,basic,23
6005,car,23
6006,caucus,23
6007,closing,23
6008,completely,23
6009,concerned,23
6010,count,23
6011,credit,23
6012,dignity,23
6013,endless,23
6014,funding,23
6015,global,23
6016,inequality,23
6017,local,23
6018,midwest,23
6019,nearly,23
6020,particular,23
6021,pharma,23
6022,pocket,23
6023,prosecutor,23
6024,ticket,23
6025,trouble,23
6026,whose,23
6027,corrupt,24
6028,county,24
6029,critical,24
6030,data,24
6031,daughter,24
6032,disaster,24
6033,domestic,24
6034,eye,24
6035,forget,24
6036,kick,24
6037,labor,24
6038,manufacturer,24
6039,page,24
6040,particularly,24
6041,pennsylvania,24
6042,progress,24
6043,quickly,24
6044,restore,24
6045,revolution,24
6046,role,24
6047,seven,24
6048,sometimes,24
6049,transition,24
6050,accord,25
6051,acknowledge,25
6052,amazon,25
6053,argue,25
6054,canada,25
6055,citizenship,25
6056,commitment,25
6057,death,25
6058,discussion,25
6059,employer,25
6060,greed,25
6061,intelligence,25
6062,introduce,25
6063,measure,25
6064,outside,25
6065,paso,25
6066,realize,25
6067,short,25
6068,straight,25
6069,suggest,25
6070,terrorism,25
6071,thanks,25
6072,unite,25
6073,whatever,25
6074,constitutional,26
6075,contribution,26
6076,defend,26
6077,defense,26
6078,don,26
6079,emergency,26
6080,especially,26
6081,father,26
6082,george,26
6083,greatest,26
6084,guess,26
6085,later,26
6086,mass,26
6087,paycheck,26
6088,prepared,26
6089,quick,26
6090,reach,26
6091,regime,26
6092,road,26
6093,shoot,26
6094,socialism,26
6095,socialist,26
6096,study,26
6097,tech,26
6098,treatment,26
6099,voice,26
6100,worth,26
6101,air,27
6102,apart,27
6103,chinese,27
6104,concern,27
6105,constitution,27
6106,dangerous,27
6107,deductible,27
6108,embrace,27
6109,form,27
6110,gotten,27
6111,legal,27
6112,lift,27
6113,mine,27
6114,obviously,27
6115,open,27
6116,partner,27
6117,prosecute,27
6118,qualify,27
6119,ran,27
6120,rebuild,27
6121,resource,27
6122,simple,27
6123,specifically,27
6124,age,28
6125,available,28
6126,bit,28
6127,commit,28
6128,evidence,28
6129,fall,28
6130,favor,28
6131,found,28
6132,impeach,28
6133,meeting,28
6134,mental,28
6135,pick,28
6136,prevent,28
6137,probably,28
6138,read,28
6139,reproductive,28
6140,sick,28
6141,undocumented,28
6142,worried,28
6143,budget,29
6144,can,29
6145,career,29
6146,clinton,29
6147,cross,29
6148,door,29
6149,figure,29
6150,florida,29
6151,god,29
6152,happens,29
6153,limit,29
6154,manufacturing,29
6155,nevada,29
6156,oil,29
6157,receive,29
6158,rise,29
6159,secondly,29
6160,significant,29
6161,sir,29
6162,topic,29
6163,amendment,30
6164,approach,30
6165,asylum,30
6166,attorney,30
6167,beyond,30
6168,bigger,30
6169,congresswoman,30
6170,dictator,30
6171,disagree,30
6172,drive,30
6173,earn,30
6174,excuse,30
6175,fellow,30
6176,fought,30
6177,front,30
6178,involve,30
6179,isi,30
6180,moral,30
6181,officer,30
6182,path,30
6183,politician,30
6184,putin,30
6185,risk,30
6186,six,30
6187,social,30
6188,strategy,30
6189,suppose,30
6190,tire,30
6191,wade,30
6192,within,30
6193,argument,31
6194,baby,31
6195,board,31
6196,current,31
6197,detroit,31
6198,directly,31
6199,district,31
6200,dreamer,31
6201,field,31
6202,impact,31
6203,knew,31
6204,low,31
6205,marijuana,31
6206,offer,31
6207,report,31
6208,seem,31
6209,serious,31
6210,simply,31
6211,twice,31
6212,agenda,32
6213,commander,32
6214,comprehensive,32
6215,decide,32
6216,effort,32
6217,goal,32
6218,harder,32
6219,held,32
6220,hospital,32
6221,john,32
6222,often,32
6223,red,32
6224,these,32
6225,arm,33
6226,benefit,33
6227,brown,33
6228,center,33
6229,certainly,33
6230,eliminate,33
6231,explain,33
6232,finish,33
6233,former,33
6234,fund,33
6235,hit,33
6236,infrastructure,33
6237,lower,33
6238,minimum,33
6239,obamacare,33
6240,reduce,33
6241,safety,33
6242,strong,33
6243,syria,33
6244,technology,33
6245,third,33
6246,veteran,33
6247,accountable,34
6248,fear,34
6249,fill,34
6250,industrial,34
6251,judge,34
6252,medical,34
6253,mention,34
6254,poor,34
6255,racist,34
6256,statement,34
6257,struggle,34
6258,unless,34
6259,worse,34
6260,along,35
6261,body,35
6262,built,35
6263,consequence,35
6264,either,35
6265,fire,35
6266,freedom,35
6267,korea,35
6268,mom,35
6269,oppose,35
6270,recently,35
6271,sit,35
6272,tariff,35
6273,your,35
6274,almost,36
6275,castro,36
6276,combat,36
6277,dad,36
6278,direct,36
6279,earth,36
6280,elizabeth,36
6281,finally,36
6282,relationship,36
6283,test,36
6284,green,37
6285,independent,37
6286,lie,37
6287,nobody,37
6288,possible,37
6289,premium,37
6290,quote,37
6291,represent,37
6292,result,37
6293,return,37
6294,ten,37
6295,those,37
6296,water,37
6297,cent,38
6298,citizen,38
6299,east,38
6300,group,38
6301,largest,38
6302,recognize,38
6303,rid,38
6304,roe,38
6305,stood,38
6306,town,38
6307,us,38
6308,bold,39
6309,brought,39
6310,century,39
6311,dream,39
6312,eight,39
6313,environmental,39
6314,fail,39
6315,fair,39
6316,full,39
6317,north,39
6318,poverty,39
6319,racial,39
6320,rourke,39
6321,shot,39
6322,supreme,39
6323,zero,39
6324,abortion,40
6325,ensure,40
6326,expect,40
6327,hearing,40
6328,investment,40
6329,likely,40
6330,mexico,40
6331,movement,40
6332,push,40
6333,sorry,40
6334,story,40
6335,brother,41
6336,carbon,41
6337,giant,41
6338,head,41
6339,huge,41
6340,immediately,41
6341,past,41
6342,seek,41
6343,separate,41
6344,steyer,41
6345,university,41
6346,who,41
6347,alone,42
6348,area,42
6349,bottom,42
6350,colleague,42
6351,courage,42
6352,market,42
6353,nra,42
6354,period,42
6355,personal,42
6356,priority,42
6357,require,42
6358,safe,42
6359,spend,42
6360,standard,42
6361,then,42
6362,barack,43
6363,cause,43
6364,clean,43
6365,cnn,43
6366,engage,43
6367,planet,43
6368,process,43
6369,rural,43
6370,among,44
6371,average,44
6372,charge,44
6373,ground,44
6374,guarantee,44
6375,hurt,44
6376,judgment,44
6377,longer,44
6378,mother,44
6379,others,44
6380,proposal,44
6381,vision,44
6382,add,45
6383,here,45
6384,least,45
6385,meet,45
6386,met,45
6387,play,45
6388,responsibility,45
6389,rich,45
6390,she,45
6391,though,45
6392,yeah,45
6393,coalition,46
6394,hampshire,46
6395,mcconnell,46
6396,might,46
6397,pete,46
6398,prison,46
6399,progressive,46
6400,racism,46
6401,reality,46
6402,release,46
6403,welcome,46
6404,ability,47
6405,background,47
6406,california,47
6407,chief,47
6408,color,47
6409,heart,47
6410,mistake,47
6411,neighborhood,47
6412,rest,47
6413,true,47
6414,carolina,48
6415,deliver,48
6416,doctor,48
6417,jail,48
6418,mitch,48
6419,table,48
6420,texas,48
6421,yet,48
6422,booker,49
6423,choose,49
6424,committee,49
6425,just,49
6426,minute,49
6427,poll,49
6428,russia,49
6429,sell,49
6430,speak,49
6431,truth,49
6432,wealthy,49
6433,absolutely,50
6434,loan,50
6435,may,50
6436,michigan,50
6437,pharmaceutical,50
6438,share,50
6439,son,50
6440,action,51
6441,civil,51
6442,international,51
6443,latino,51
6444,legislation,51
6445,news,51
6446,primary,51
6447,room,51
6448,sign,51
6449,conversation,52
6450,nominee,52
6451,rate,52
6452,willing,52
6453,yang,52
6454,always,53
6455,behind,53
6456,control,53
6457,divide,53
6458,literally,53
6459,presidency,53
6460,presidential,53
6461,ready,53
6462,stay,53
6463,view,53
6464,affordable,54
6465,executive,54
6466,harris,54
6467,hope,54
6468,hour,54
6469,men,54
6470,night,54
6471,special,54
6472,voting,54
6473,access,55
6474,exactly,55
6475,expand,55
6476,situation,55
6477,wait,55
6478,crime,56
6479,heard,56
6480,learn,56
6481,ohio,56
6482,set,56
6483,step,56
6484,walk,56
6485,assault,57
6486,base,57
6487,common,57
6488,die,57
6489,five,57
6490,fossil,57
6491,maybe,57
6492,respect,57
6493,ban,58
6494,building,58
6495,fix,58
6496,leadership,58
6497,program,58
6498,thought,58
6499,anybody,59
6500,buy,59
6501,coverage,59
6502,example,59
6503,farmer,59
6504,not,59
6505,remember,59
6506,afford,60
6507,energy,60
6508,instead,60
6509,left,60
6510,negotiate,60
6511,level,61
6512,paid,61
6513,propose,61
6514,pull,61
6515,send,61
6516,trust,61
6517,watch,61
6518,childcare,62
6519,follow,62
6520,secretary,62
6521,spending,62
6522,spent,62
6523,anyone,63
6524,broken,63
6525,department,63
6526,name,63
6527,prescription,63
6528,proud,63
6529,young,63
6530,be,64
6531,choice,64
6532,general,64
6533,police,64
6534,york,64
6535,close,65
6536,corruption,65
6537,find,65
6538,fuel,65
6539,service,65
6540,somebody,65
6541,treat,65
6542,entire,66
6543,impeachment,66
6544,increase,66
6545,listen,66
6546,cover,67
6547,housing,67
6548,hundred,67
6549,nothing,67
6550,okay,67
6551,profit,67
6552,protect,67
6553,solve,67
6554,biggest,68
6555,hard,68
6556,position,68
6557,address,69
6558,corporate,69
6559,course,69
6560,decade,69
6561,defeat,69
6562,joe,69
6563,living,69
6564,write,69
6565,generation,70
6566,hold,70
6567,kill,70
6568,our,70
6569,response,70
6570,word,70
6571,already,71
6572,interest,71
6573,iran,71
6574,man,71
6575,please,71
6576,sense,71
6577,side,71
6578,wall,71
6579,difference,72
6580,for,72
6581,grow,72
6582,iraq,72
6583,told,72
6584,anything,73
6585,solution,73
6586,african,74
6587,iowa,74
6588,love,74
6589,small,75
6590,attack,76
6591,economic,76
6592,force,76
6593,hear,76
6594,old,76
6595,option,76
6596,pas,76
6597,save,76
6598,since,76
6599,violence,76
6600,cut,77
6601,feel,77
6602,week,77
6603,bloomberg,78
6604,focus,78
6605,high,78
6606,nuclear,78
6607,provide,78
6608,south,78
6609,decision,79
6610,less,79
6611,check,80
6612,debt,80
6613,democracy,80
6614,immigrant,80
6615,major,80
6616,majority,80
6617,rule,80
6618,saw,80
6619,income,81
6620,parent,81
6621,threat,81
6622,wage,81
6623,whole,81
6624,folk,82
6625,little,82
6626,price,82
6627,chance,83
6628,half,84
6629,line,84
6630,become,85
6631,pass,85
6632,politics,85
6633,trillion,85
6634,foreign,86
6635,guy,86
6636,human,86
6637,challenge,87
6638,hand,87
6639,leave,87
6640,reform,87
6641,future,88
6642,governor,88
6643,opportunity,88
6644,promise,88
6645,street,88
6646,criminal,89
6647,teacher,89
6648,allow,90
6649,far,90
6650,free,91
6651,friend,91
6652,history,91
6653,thousand,91
6654,universal,91
6655,billionaire,92
6656,immigration,93
6657,why,93
6658,order,94
6659,record,94
6660,ever,95
6661,join,95
6662,klobuchar,95
6663,agreement,96
6664,class,96
6665,federal,96
6666,invest,96
6667,union,96
6668,afghanistan,97
6669,moment,97
6670,private,97
6671,another,98
6672,office,98
6673,case,99
6674,congressman,99
6675,everything,99
6676,month,99
6677,security,99
6678,serve,99
6679,elect,100
6680,student,100
6681,top,100
6682,wrong,101
6683,bernie,102
6684,political,102
6685,without,102
6686,ally,103
6687,court,103
6688,forward,103
6689,industry,103
6690,value,103
6691,wealth,103
6692,continue,104
6693,kind,104
6694,administration,105
6695,break,105
6696,buttigieg,105
6697,corporation,105
6698,face,105
6699,member,105
6700,begin,107
6701,border,107
6702,military,107
6703,must,107
6704,across,108
6705,power,108
6706,race,108
6707,how,109
6708,leader,111
6709,long,111
6710,national,111
6711,respond,111
6712,four,112
6713,ago,113
6714,business,113
6715,experience,113
6716,show,113
6717,education,114
6718,crisis,115
6719,live,115
6720,now,115
6721,best,116
6722,still,116
6723,enough,117
6724,important,117
6725,reason,117
6726,because,118
6727,else,119
6728,nation,119
6729,build,120
6730,weapon,120
6731,middle,122
6732,obama,122
6733,term,123
6734,answer,130
6735,real,130
6736,troop,130
6737,different,131
6738,lose,132
6739,matter,132
6740,person,132
6741,never,134
6742,act,135
6743,understand,135
6744,someone,136
6745,stop,136
6746,clear,137
6747,white,137
6748,second,138
6749,create,139
6750,city,142
6751,everybody,142
6752,include,142
6753,next,142
6754,really,142
6755,billion,143
6756,whether,143
6757,china,145
6758,college,145
6759,raise,146
6760,great,148
6761,washington,148
6762,yes,149
6763,beat,150
6764,away,151
6765,worker,153
6766,keep,154
6767,agree,156
